Summary,Temperature (C),Date,Hour
Mostly Cloudy,15.65,25.4.2011,21
Mostly Cloudy,14.83333333,25.4.2011,22
Mostly Cloudy,14.35,25.4.2011,23
Mostly Cloudy,10.08888889,26.4.2011,0
Mostly Cloudy,13.26111111,26.4.2011,1
Mostly Cloudy,13.23888889,26.4.2011,2
Mostly Cloudy,12.81666667,26.4.2011,3
Mostly Cloudy,12.26666667,26.4.2011,4
Mostly Cloudy,12.85,26.4.2011,5
Mostly Cloudy,14.77777778,26.4.2011,6
Mostly Cloudy,16.09444444,26.4.2011,7
Mostly Cloudy,17.07222222,26.4.2011,8
Mostly Cloudy,17.66666667,26.4.2011,9
Mostly Cloudy,18.96111111,26.4.2011,10
Mostly Cloudy,20.09444444,26.4.2011,11
Mostly Cloudy,20.1,26.4.2011,12
Mostly Cloudy,20.11666667,26.4.2011,13
Mostly Cloudy,21.15555556,26.4.2011,14
Mostly Cloudy,21.11111111,26.4.2011,15
Mostly Cloudy,21.08333333,26.4.2011,16
Partly Cloudy,18.86111111,26.4.2011,17
Mostly Cloudy,16.22777778,26.4.2011,18
Mostly Cloudy,12.73333333,26.4.2011,19
Mostly Cloudy,11.63888889,26.4.2011,20
Partly Cloudy,11.09444444,26.4.2011,21
Partly Cloudy,9.4,26.4.2011,22
Mostly Cloudy,9.261111111,26.4.2011,23
Mostly Cloudy,12.28333333,27.4.2011,0
Overcast,9.35,27.4.2011,1
Overcast,7.822222222,27.4.2011,2
Overcast,10.95,27.4.2011,3
Overcast,11.97222222,27.4.2011,4
Overcast,12.57222222,27.4.2011,5
Mostly Cloudy,14.73888889,27.4.2011,6
Overcast,17.10555556,27.4.2011,7
Overcast,18.77222222,27.4.2011,8
Mostly Cloudy,19.67777778,27.4.2011,9
Mostly Cloudy,20.95,27.4.2011,10
Mostly Cloudy,21.06666667,27.4.2011,11
Mostly Cloudy,21.03888889,27.4.2011,12
Mostly Cloudy,21.11666667,27.4.2011,13
Mostly Cloudy,21.18333333,27.4.2011,14
Mostly Cloudy,21.10555556,27.4.2011,15
Mostly Cloudy,21.13888889,27.4.2011,16
Mostly Cloudy,18.96111111,27.4.2011,17
Mostly Cloudy,14.41666667,27.4.2011,18
Mostly Cloudy,13.91111111,27.4.2011,19
Mostly Cloudy,13.31111111,27.4.2011,20
Mostly Cloudy,12.97222222,27.4.2011,21
Overcast,13.20555556,27.4.2011,22
Overcast,12.72222222,27.4.2011,23
Overcast,11.85555556,28.4.2011,0
Mostly Cloudy,12.20555556,28.4.2011,1
Mostly Cloudy,11.62777778,28.4.2011,2
Mostly Cloudy,11.66666667,28.4.2011,3
Overcast,12.06666667,28.4.2011,4
Overcast,12.71666667,28.4.2011,5
Mostly Cloudy,13.68888889,28.4.2011,6
Overcast,14.98888889,28.4.2011,7
Overcast,17.09444444,28.4.2011,8
Overcast,17.37777778,28.4.2011,9
Overcast,17.30555556,28.4.2011,10
Overcast,17.35,28.4.2011,11
Partly Cloudy,15.47777778,28.4.2011,12
Partly Cloudy,16.31111111,28.4.2011,13
Partly Cloudy,16.3,28.4.2011,14
Partly Cloudy,17.04444444,28.4.2011,15
Mostly Cloudy,16.07222222,28.4.2011,16
Overcast,14.96111111,28.4.2011,17
Overcast,13.05,28.4.2011,18
Overcast,12.32222222,28.4.2011,19
Overcast,12.3,28.4.2011,20
Overcast,11.75,28.4.2011,21
Overcast,11.67222222,28.4.2011,22
Mostly Cloudy,11.67222222,28.4.2011,23
Mostly Cloudy,9.461111111,29.4.2011,0
Mostly Cloudy,11.57777778,29.4.2011,1
Overcast,11.52777778,29.4.2011,2
Mostly Cloudy,10.71111111,29.4.2011,3
Mostly Cloudy,10.02777778,29.4.2011,4
Mostly Cloudy,12.13333333,29.4.2011,5
Mostly Cloudy,14.55,29.4.2011,6
Mostly Cloudy,16.02222222,29.4.2011,7
Mostly Cloudy,17.71111111,29.4.2011,8
Mostly Cloudy,19.67777778,29.4.2011,9
Mostly Cloudy,20.05,29.4.2011,10
Partly Cloudy,20.07222222,29.4.2011,11
Partly Cloudy,20.96111111,29.4.2011,12
Partly Cloudy,19.85555556,29.4.2011,13
Partly Cloudy,17.49444444,29.4.2011,14
Mostly Cloudy,16.45555556,29.4.2011,15
Mostly Cloudy,15.27222222,29.4.2011,16
Mostly Cloudy,14.05555556,29.4.2011,17
Mostly Cloudy,12.73333333,29.4.2011,18
Mostly Cloudy,12.36666667,29.4.2011,19
Mostly Cloudy,12.66666667,29.4.2011,20
Partly Cloudy,12.08888889,29.4.2011,21
Partly Cloudy,10.39444444,2.4.2011,22
Clear,9.933333333,2.4.2011,23
Clear,8.727777778,3.4.2011,0
Clear,9.027777778,3.4.2011,1
Mostly Cloudy,8.011111111,3.4.2011,2
Mostly Cloudy,9.266666667,3.4.2011,3
Partly Cloudy,8.938888889,3.4.2011,4
Mostly Cloudy,9.961111111,3.4.2011,5
Partly Cloudy,10.9,3.4.2011,6
Mostly Cloudy,12.75555556,3.4.2011,7
Partly Cloudy,16.03888889,3.4.2011,8
Partly Cloudy,17.19444444,3.4.2011,9
Partly Cloudy,18.81666667,3.4.2011,10
Partly Cloudy,18.91111111,3.4.2011,11
Partly Cloudy,18.99444444,3.4.2011,12
Partly Cloudy,19.92777778,3.4.2011,13
Partly Cloudy,19.90555556,3.4.2011,14
Partly Cloudy,18.96666667,3.4.2011,15
Partly Cloudy,18.86111111,3.4.2011,16
Partly Cloudy,15.98888889,3.4.2011,17
Partly Cloudy,13.98888889,3.4.2011,18
Partly Cloudy,12.13333333,3.4.2011,19
Clear,10.97222222,3.4.2011,20
Clear,10.45555556,3.4.2011,21
Overcast,10.56666667,29.4.2011,22
Overcast,9.933333333,29.4.2011,23
Mostly Cloudy,12.21111111,30.4.2011,0
Mostly Cloudy,8.75,30.4.2011,1
Mostly Cloudy,9.75,30.4.2011,2
Mostly Cloudy,8.472222222,30.4.2011,3
Mostly Cloudy,9.811111111,30.4.2011,4
Mostly Cloudy,12.04444444,30.4.2011,5
Mostly Cloudy,14.6,30.4.2011,6
Partly Cloudy,16.04444444,30.4.2011,7
Partly Cloudy,18.82222222,30.4.2011,8
Partly Cloudy,20.68888889,30.4.2011,9
Mostly Cloudy,20.92777778,30.4.2011,10
Partly Cloudy,21.07222222,30.4.2011,11
Partly Cloudy,21.20555556,30.4.2011,12
Mostly Cloudy,22.22222222,30.4.2011,13
Mostly Cloudy,22.03333333,30.4.2011,14
Mostly Cloudy,20.08333333,30.4.2011,15
Partly Cloudy,17.8,30.4.2011,16
Partly Cloudy,17.26111111,30.4.2011,17
Mostly Cloudy,16.15555556,30.4.2011,18
Mostly Cloudy,13.93333333,30.4.2011,19
Mostly Cloudy,14.42222222,30.4.2011,20
Mostly Cloudy,13.92222222,30.4.2011,21
Clear,9.238888889,3.4.2011,22
Clear,8.194444444,3.4.2011,23
Mostly Cloudy,10.31666667,4.4.2011,0
Clear,7.011111111,4.4.2011,1
Clear,6.455555556,4.4.2011,2
Clear,5.438888889,4.4.2011,3
Clear,4.75,4.4.2011,4
Partly Cloudy,4.866666667,4.4.2011,5
Partly Cloudy,10.63888889,4.4.2011,6
Partly Cloudy,14.88333333,4.4.2011,7
Partly Cloudy,17.22222222,4.4.2011,8
Mostly Cloudy,18.69444444,4.4.2011,9
Mostly Cloudy,18.93333333,4.4.2011,10
Mostly Cloudy,20.07222222,4.4.2011,11
Mostly Cloudy,20.17777778,4.4.2011,12
Mostly Cloudy,21.20555556,4.4.2011,13
Mostly Cloudy,21.20555556,4.4.2011,14
Mostly Cloudy,21.08888889,4.4.2011,15
Partly Cloudy,19.00555556,4.4.2011,16
Mostly Cloudy,17.28888889,4.4.2011,17
Overcast,15.22777778,4.4.2011,18
Overcast,13.98333333,4.4.2011,19
Overcast,13.91111111,4.4.2011,20
Overcast,13.46666667,4.4.2011,21
Overcast,13.24444444,4.4.2011,22
Overcast,12.68888889,4.4.2011,23
Clear,7.566666667,5.4.2011,0
Breezy and Overcast,11.01666667,5.4.2011,1
Overcast,9.905555556,5.4.2011,2
Overcast,9.388888889,5.4.2011,3
Overcast,8.888888889,5.4.2011,4
Mostly Cloudy,8.888888889,5.4.2011,5
Mostly Cloudy,8.894444444,5.4.2011,6
Mostly Cloudy,8.861111111,5.4.2011,7
Overcast,8.838888889,5.4.2011,8
Overcast,9.822222222,5.4.2011,9
Mostly Cloudy,11.0,5.4.2011,10
Mostly Cloudy,11.07222222,5.4.2011,11
Mostly Cloudy,12.07222222,5.4.2011,12
Mostly Cloudy,12.82777778,5.4.2011,13
Partly Cloudy,13.96111111,5.4.2011,14
Partly Cloudy,13.83888889,5.4.2011,15
Partly Cloudy,13.93888889,5.4.2011,16
Partly Cloudy,12.31666667,5.4.2011,17
Mostly Cloudy,10.42777778,5.4.2011,18
Mostly Cloudy,11.03888889,5.4.2011,19
Overcast,9.905555556,5.4.2011,20
Mostly Cloudy,9.972222222,5.4.2011,21
Clear,8.861111111,5.4.2011,22
Clear,7.777777778,5.4.2011,23
Mostly Cloudy,11.39444444,6.4.2011,0
Clear,6.038888889,6.4.2011,1
Clear,5.511111111,6.4.2011,2
Clear,4.711111111,6.4.2011,3
Partly Cloudy,4.883333333,6.4.2011,4
Partly Cloudy,4.822222222,6.4.2011,5
Partly Cloudy,7.688888889,6.4.2011,6
Clear,12.20555556,6.4.2011,7
Partly Cloudy,13.89444444,6.4.2011,8
Partly Cloudy,15.03888889,6.4.2011,9
Partly Cloudy,17.2,6.4.2011,10
Partly Cloudy,17.22222222,6.4.2011,11
Partly Cloudy,17.7,6.4.2011,12
Partly Cloudy,17.82222222,6.4.2011,13
Partly Cloudy,17.8,6.4.2011,14
Partly Cloudy,18.7,6.4.2011,15
Partly Cloudy,17.22222222,6.4.2011,16
Mostly Cloudy,14.05,6.4.2011,17
Mostly Cloudy,15.06666667,6.4.2011,18
Mostly Cloudy,13.77777778,6.4.2011,19
Mostly Cloudy,13.2,6.4.2011,20
Mostly Cloudy,12.85,6.4.2011,21
Mostly Cloudy,11.23333333,6.4.2011,22
Mostly Cloudy,11.13888889,6.4.2011,23
Overcast,16.70555556,7.4.2011,0
Mostly Cloudy,11.73888889,7.4.2011,1
Mostly Cloudy,11.25,7.4.2011,2
Mostly Cloudy,11.26111111,7.4.2011,3
Mostly Cloudy,11.22777778,7.4.2011,4
Mostly Cloudy,11.22777778,7.4.2011,5
Mostly Cloudy,13.75555556,7.4.2011,6
Mostly Cloudy,16.13333333,7.4.2011,7
Mostly Cloudy,17.85,7.4.2011,8
Mostly Cloudy,19.76666667,7.4.2011,9
Partly Cloudy,21.08888889,7.4.2011,10
Mostly Cloudy,22.22222222,7.4.2011,11
Mostly Cloudy,22.71111111,7.4.2011,12
Mostly Cloudy,22.87222222,7.4.2011,13
Mostly Cloudy,23.91111111,7.4.2011,14
Partly Cloudy,23.86111111,7.4.2011,15
Partly Cloudy,22.84444444,7.4.2011,16
Partly Cloudy,20.20555556,7.4.2011,17
Partly Cloudy,18.3,7.4.2011,18
Overcast,18.91666667,7.4.2011,19
Overcast,17.87222222,7.4.2011,20
Mostly Cloudy,17.77777778,7.4.2011,21
Overcast,18.85,7.4.2011,22
Overcast,18.91111111,7.4.2011,23
Mostly Cloudy,12.90555556,8.4.2011,0
Overcast,18.83888889,8.4.2011,1
Breezy and Overcast,18.23888889,8.4.2011,2
Breezy and Overcast,17.18888889,8.4.2011,3
Breezy and Overcast,14.99444444,8.4.2011,4
Breezy and Overcast,13.86111111,8.4.2011,5
Breezy and Overcast,13.92777778,8.4.2011,6
Windy and Overcast,13.81666667,8.4.2011,7
Windy and Overcast,13.81666667,8.4.2011,8
Windy and Overcast,14.98888889,8.4.2011,9
Windy and Overcast,16.01666667,8.4.2011,10
Windy and Overcast,16.03888889,8.4.2011,11
Windy and Overcast,16.2,8.4.2011,12
Breezy and Overcast,17.19444444,8.4.2011,13
Windy and Mostly Cloudy,17.21666667,8.4.2011,14
Breezy and Mostly Cloudy,16.29444444,8.4.2011,15
Breezy and Partly Cloudy,15.08888889,8.4.2011,16
Breezy and Mostly Cloudy,13.97777778,8.4.2011,17
Mostly Cloudy,13.12222222,8.4.2011,18
Partly Cloudy,10.22777778,8.4.2011,19
Partly Cloudy,10.62777778,8.4.2011,20
Clear,10.32222222,8.4.2011,21
Clear,10.09444444,8.4.2011,22
Partly Cloudy,10.12222222,8.4.2011,23
Clear,6.061111111,9.4.2011,0
Mostly Cloudy,14.40555556,9.4.2011,1
Breezy and Partly Cloudy,15.62222222,9.4.2011,2
Mostly Cloudy,15.46111111,9.4.2011,3
Windy and Partly Cloudy,14.97222222,9.4.2011,4
Windy and Mostly Cloudy,14.90555556,9.4.2011,5
Windy and Mostly Cloudy,14.96111111,9.4.2011,6
Windy and Partly Cloudy,14.92777778,9.4.2011,7
Windy and Partly Cloudy,14.95,9.4.2011,8
Breezy and Partly Cloudy,15.98888889,9.4.2011,9
Breezy and Partly Cloudy,17.10555556,9.4.2011,10
Windy and Partly Cloudy,17.10555556,9.4.2011,11
Windy and Partly Cloudy,17.01111111,9.4.2011,12
Windy and Partly Cloudy,17.17222222,9.4.2011,13
Windy and Partly Cloudy,16.17777778,9.4.2011,14
Breezy and Partly Cloudy,16.18333333,9.4.2011,15
Breezy and Partly Cloudy,15.04444444,9.4.2011,16
Partly Cloudy,13.88333333,9.4.2011,17
Partly Cloudy,12.32222222,9.4.2011,18
Clear,10.15555556,9.4.2011,19
Clear,10.06666667,9.4.2011,20
Clear,10.05,9.4.2011,21
Partly Cloudy,15.09444444,31.7.2011,22
Partly Cloudy,15.09444444,31.7.2011,23
Partly Cloudy,15.23333333,1.8.2011,0
Partly Cloudy,13.49444444,1.8.2011,1
Clear,12.93888889,1.8.2011,2
Clear,13.04444444,1.8.2011,3
Partly Cloudy,12.82777778,1.8.2011,4
Partly Cloudy,16.06666667,1.8.2011,5
Partly Cloudy,17.59444444,1.8.2011,6
Partly Cloudy,18.93888889,1.8.2011,7
Mostly Cloudy,20.0,1.8.2011,8
Mostly Cloudy,20.58333333,1.8.2011,9
Mostly Cloudy,21.20555556,1.8.2011,10
Mostly Cloudy,21.20555556,1.8.2011,11
Mostly Cloudy,22.57777778,1.8.2011,12
Mostly Cloudy,23.24444444,1.8.2011,13
Mostly Cloudy,22.24444444,1.8.2011,14
Mostly Cloudy,22.19444444,1.8.2011,15
Mostly Cloudy,22.75555556,1.8.2011,16
Partly Cloudy,22.2,1.8.2011,17
Partly Cloudy,20.96111111,1.8.2011,18
Partly Cloudy,19.88333333,1.8.2011,19
Mostly Cloudy,19.35555556,1.8.2011,20
Mostly Cloudy,18.22777778,1.8.2011,21
Mostly Cloudy,16.25,9.8.2011,22
Mostly Cloudy,17.75555556,9.8.2011,23
Partly Cloudy,13.86666667,10.8.2011,0
Partly Cloudy,16.59444444,10.8.2011,1
Mostly Cloudy,15.52777778,10.8.2011,2
Partly Cloudy,14.05555556,10.8.2011,3
Partly Cloudy,13.95555556,10.8.2011,4
Partly Cloudy,17.03888889,10.8.2011,5
Partly Cloudy,17.53888889,10.8.2011,6
Partly Cloudy,17.78333333,10.8.2011,7
Partly Cloudy,19.86666667,10.8.2011,8
Partly Cloudy,20.95555556,10.8.2011,9
Partly Cloudy,22.59444444,10.8.2011,10
Partly Cloudy,22.71111111,10.8.2011,11
Partly Cloudy,23.54444444,10.8.2011,12
Partly Cloudy,23.75,10.8.2011,13
Partly Cloudy,23.73333333,10.8.2011,14
Partly Cloudy,22.67222222,10.8.2011,15
Partly Cloudy,22.10555556,10.8.2011,16
Partly Cloudy,19.97777778,10.8.2011,17
Partly Cloudy,17.95555556,10.8.2011,18
Partly Cloudy,17.17777778,10.8.2011,19
Clear,16.04444444,10.8.2011,20
Clear,14.83888889,10.8.2011,21
Clear,13.79444444,10.8.2011,22
Clear,14.28333333,10.8.2011,23
Partly Cloudy,11.45,11.8.2011,0
Partly Cloudy,12.17777778,11.8.2011,1
Clear,11.62222222,11.8.2011,2
Clear,12.02222222,11.8.2011,3
Mostly Cloudy,12.17777778,11.8.2011,4
Partly Cloudy,13.71111111,11.8.2011,5
Partly Cloudy,16.74444444,11.8.2011,6
Partly Cloudy,18.77222222,11.8.2011,7
Partly Cloudy,20.97222222,11.8.2011,8
Partly Cloudy,20.92222222,11.8.2011,9
Partly Cloudy,22.12777778,11.8.2011,10
Partly Cloudy,22.71111111,11.8.2011,11
Partly Cloudy,22.77777778,11.8.2011,12
Partly Cloudy,23.81666667,11.8.2011,13
Partly Cloudy,23.88888889,11.8.2011,14
Partly Cloudy,23.78333333,11.8.2011,15
Partly Cloudy,22.82222222,11.8.2011,16
Partly Cloudy,22.22222222,11.8.2011,17
Partly Cloudy,18.20555556,11.8.2011,18
Partly Cloudy,14.1,11.8.2011,19
Partly Cloudy,13.91666667,11.8.2011,20
Partly Cloudy,13.10555556,11.8.2011,21
Partly Cloudy,12.27222222,11.8.2011,22
Clear,12.17777778,11.8.2011,23
Clear,13.20555556,12.8.2011,0
Partly Cloudy,10.62777778,12.8.2011,1
Partly Cloudy,10.53333333,12.8.2011,2
Partly Cloudy,10.37777778,12.8.2011,3
Partly Cloudy,11.07222222,12.8.2011,4
Partly Cloudy,15.85,12.8.2011,5
Partly Cloudy,19.52222222,12.8.2011,6
Partly Cloudy,22.68888889,12.8.2011,7
Partly Cloudy,23.84444444,12.8.2011,8
Partly Cloudy,24.7,12.8.2011,9
Partly Cloudy,26.06666667,12.8.2011,10
Partly Cloudy,26.08888889,12.8.2011,11
Partly Cloudy,26.96666667,12.8.2011,12
Partly Cloudy,27.22222222,12.8.2011,13
Partly Cloudy,27.24444444,12.8.2011,14
Partly Cloudy,27.21666667,12.8.2011,15
Partly Cloudy,25.7,12.8.2011,16
Partly Cloudy,23.88333333,12.8.2011,17
Mostly Cloudy,21.46111111,12.8.2011,18
Mostly Cloudy,17.8,12.8.2011,19
Mostly Cloudy,16.68888889,12.8.2011,20
Mostly Cloudy,15.97777778,12.8.2011,21
Partly Cloudy,14.46666667,12.8.2011,22
Partly Cloudy,13.91666667,12.8.2011,23
Mostly Cloudy,17.68888889,13.8.2011,0
Partly Cloudy,12.89444444,13.8.2011,1
Clear,11.73888889,13.8.2011,2
Clear,12.13333333,13.8.2011,3
Partly Cloudy,12.32222222,13.8.2011,4
Partly Cloudy,18.52777778,13.8.2011,5
Partly Cloudy,21.61111111,13.8.2011,6
Partly Cloudy,24.79444444,13.8.2011,7
Partly Cloudy,26.04444444,13.8.2011,8
Mostly Cloudy,26.96111111,13.8.2011,9
Mostly Cloudy,27.75555556,13.8.2011,10
Mostly Cloudy,28.77222222,13.8.2011,11
Mostly Cloudy,29.62777778,13.8.2011,12
Mostly Cloudy,28.84444444,13.8.2011,13
Mostly Cloudy,28.91111111,13.8.2011,14
Mostly Cloudy,28.81666667,13.8.2011,15
Mostly Cloudy,27.26666667,13.8.2011,16
Mostly Cloudy,26.08333333,13.8.2011,17
Mostly Cloudy,22.52222222,13.8.2011,18
Partly Cloudy,19.00555556,13.8.2011,19
Partly Cloudy,18.93333333,13.8.2011,20
Partly Cloudy,18.67222222,13.8.2011,21
Mostly Cloudy,19.35,13.8.2011,22
Mostly Cloudy,18.77222222,13.8.2011,23
Clear,16.13333333,14.8.2011,0
Mostly Cloudy,16.64444444,14.8.2011,1
Mostly Cloudy,15.51111111,14.8.2011,2
Mostly Cloudy,15.75,14.8.2011,3
Partly Cloudy,13.93888889,14.8.2011,4
Partly Cloudy,18.66666667,14.8.2011,5
Partly Cloudy,22.38333333,14.8.2011,6
Partly Cloudy,23.86666667,14.8.2011,7
Partly Cloudy,26.01666667,14.8.2011,8
Partly Cloudy,27.57777778,14.8.2011,9
Partly Cloudy,28.81666667,14.8.2011,10
Partly Cloudy,29.88333333,14.8.2011,11
Partly Cloudy,29.77222222,14.8.2011,12
Partly Cloudy,30.02222222,14.8.2011,13
Partly Cloudy,29.44444444,14.8.2011,14
Mostly Cloudy,28.23333333,14.8.2011,15
Mostly Cloudy,29.90555556,14.8.2011,16
Mostly Cloudy,27.75555556,14.8.2011,17
Mostly Cloudy,22.75,14.8.2011,18
Mostly Cloudy,20.07222222,14.8.2011,19
Mostly Cloudy,19.42222222,14.8.2011,20
Mostly Cloudy,18.65555556,14.8.2011,21
Mostly Cloudy,17.22222222,14.8.2011,22
Mostly Cloudy,16.66666667,14.8.2011,23
Partly Cloudy,18.19444444,15.8.2011,0
Clear,15.0,15.8.2011,1
Clear,15.02777778,15.8.2011,2
Clear,14.31666667,15.8.2011,3
Partly Cloudy,14.93333333,15.8.2011,4
Partly Cloudy,19.75555556,15.8.2011,5
Partly Cloudy,22.56111111,15.8.2011,6
Partly Cloudy,27.13333333,15.8.2011,7
Partly Cloudy,28.84444444,15.8.2011,8
Partly Cloudy,29.83888889,15.8.2011,9
Partly Cloudy,30.02222222,15.8.2011,10
Partly Cloudy,32.15555556,15.8.2011,11
Partly Cloudy,32.04444444,15.8.2011,12
Partly Cloudy,32.24444444,15.8.2011,13
Partly Cloudy,32.17222222,15.8.2011,14
Partly Cloudy,32.58333333,15.8.2011,15
Partly Cloudy,32.17777778,15.8.2011,16
Partly Cloudy,28.96111111,15.8.2011,17
Partly Cloudy,25.45555556,15.8.2011,18
Partly Cloudy,22.17777778,15.8.2011,19
Partly Cloudy,20.00555556,15.8.2011,20
Partly Cloudy,19.39444444,15.8.2011,21
Partly Cloudy,18.07777778,15.8.2011,22
Partly Cloudy,18.98333333,15.8.2011,23
Clear,17.67777778,16.8.2011,0
Mostly Cloudy,18.45,16.8.2011,1
Mostly Cloudy,18.88888889,16.8.2011,2
Mostly Cloudy,18.33888889,16.8.2011,3
Mostly Cloudy,18.91666667,16.8.2011,4
Partly Cloudy,19.88333333,16.8.2011,5
Mostly Cloudy,20.93888889,16.8.2011,6
Mostly Cloudy,22.62222222,16.8.2011,7
Mostly Cloudy,22.75555556,16.8.2011,8
Partly Cloudy,24.72222222,16.8.2011,9
Partly Cloudy,27.10555556,16.8.2011,10
Partly Cloudy,27.73333333,16.8.2011,11
Partly Cloudy,28.66666667,16.8.2011,12
Partly Cloudy,28.81666667,16.8.2011,13
Partly Cloudy,28.86666667,16.8.2011,14
Partly Cloudy,28.81111111,16.8.2011,15
Partly Cloudy,27.73333333,16.8.2011,16
Partly Cloudy,26.01666667,16.8.2011,17
Mostly Cloudy,21.59444444,16.8.2011,18
Mostly Cloudy,21.05,16.8.2011,19
Mostly Cloudy,19.31666667,16.8.2011,20
Mostly Cloudy,18.4,16.8.2011,21
Partly Cloudy,18.68888889,16.8.2011,22
Clear,18.08888889,16.8.2011,23
Clear,15.32222222,17.8.2011,0
Clear,15.47222222,17.8.2011,1
Clear,15.51111111,17.8.2011,2
Clear,14.94444444,17.8.2011,3
Partly Cloudy,14.88888889,17.8.2011,4
Partly Cloudy,18.64444444,17.8.2011,5
Partly Cloudy,20.60555556,17.8.2011,6
Partly Cloudy,22.68888889,17.8.2011,7
Partly Cloudy,24.93333333,17.8.2011,8
Partly Cloudy,26.82222222,17.8.2011,9
Partly Cloudy,27.2,17.8.2011,10
Partly Cloudy,27.75555556,17.8.2011,11
Partly Cloudy,28.76666667,17.8.2011,12
Partly Cloudy,29.92777778,17.8.2011,13
Partly Cloudy,28.91111111,17.8.2011,14
Partly Cloudy,29.75,17.8.2011,15
Partly Cloudy,27.8,17.8.2011,16
Partly Cloudy,27.10555556,17.8.2011,17
Partly Cloudy,23.13333333,17.8.2011,18
Partly Cloudy,20.99444444,17.8.2011,19
Clear,21.87777778,17.8.2011,20
Clear,21.46111111,17.8.2011,21
Clear,20.21111111,17.8.2011,22
Clear,17.08333333,17.8.2011,23
Clear,17.16111111,18.8.2011,0
Clear,14.37777778,18.8.2011,1
Clear,14.86111111,18.8.2011,2
Clear,13.55,18.8.2011,3
Partly Cloudy,12.80555556,18.8.2011,4
Partly Cloudy,17.57777778,18.8.2011,5
Clear,22.29444444,18.8.2011,6
Clear,25.93333333,18.8.2011,7
Clear,27.17777778,18.8.2011,8
Clear,27.71111111,18.8.2011,9
Clear,28.96111111,18.8.2011,10
Partly Cloudy,29.92777778,18.8.2011,11
Partly Cloudy,30.87777778,18.8.2011,12
Partly Cloudy,31.11111111,18.8.2011,13
Partly Cloudy,32.2,18.8.2011,14
Clear,31.14444444,18.8.2011,15
Clear,31.08888889,18.8.2011,16
Clear,27.87222222,18.8.2011,17
Partly Cloudy,23.28888889,18.8.2011,18
Partly Cloudy,20.13888889,18.8.2011,19
Clear,19.44444444,18.8.2011,20
Clear,18.27222222,18.8.2011,21
Clear,17.87222222,18.8.2011,22
Clear,16.73888889,18.8.2011,23
Clear,16.18888889,19.8.2011,0
Clear,15.62777778,19.8.2011,1
Clear,14.53888889,19.8.2011,2
Clear,15.72777778,19.8.2011,3
Clear,16.99444444,19.8.2011,4
Clear,18.85555556,19.8.2011,5
Clear,22.12222222,19.8.2011,6
Clear,26.08888889,19.8.2011,7
Clear,28.93888889,19.8.2011,8
Clear,30.86666667,19.8.2011,9
Clear,32.2,19.8.2011,10
Clear,32.77777778,19.8.2011,11
Clear,32.79444444,19.8.2011,12
Clear,33.91111111,19.8.2011,13
Partly Cloudy,33.91111111,19.8.2011,14
Partly Cloudy,32.84444444,19.8.2011,15
Partly Cloudy,32.82222222,19.8.2011,16
Partly Cloudy,28.96111111,19.8.2011,17
Partly Cloudy,24.68333333,19.8.2011,18
Mostly Cloudy,24.98888889,19.8.2011,19
Mostly Cloudy,24.77222222,19.8.2011,20
Mostly Cloudy,24.4,19.8.2011,21
Partly Cloudy,17.66666667,1.8.2011,22
Partly Cloudy,16.09444444,1.8.2011,23
Clear,15.65,2.8.2011,0
Mostly Cloudy,15.53888889,2.8.2011,1
Partly Cloudy,15.51111111,2.8.2011,2
Mostly Cloudy,15.25555556,2.8.2011,3
Mostly Cloudy,15.07222222,2.8.2011,4
Mostly Cloudy,17.17777778,2.8.2011,5
Mostly Cloudy,18.80555556,2.8.2011,6
Mostly Cloudy,21.06666667,2.8.2011,7
Mostly Cloudy,23.73333333,2.8.2011,8
Mostly Cloudy,23.62777778,2.8.2011,9
Mostly Cloudy,24.88333333,2.8.2011,10
Partly Cloudy,25.09444444,2.8.2011,11
Partly Cloudy,23.17222222,2.8.2011,12
Humid and Partly Cloudy,22.4,2.8.2011,13
Partly Cloudy,24.09444444,2.8.2011,14
Partly Cloudy,23.05,2.8.2011,15
Partly Cloudy,23.91111111,2.8.2011,16
Partly Cloudy,23.86666667,2.8.2011,17
Partly Cloudy,20.55,2.8.2011,18
Partly Cloudy,18.01111111,2.8.2011,19
Partly Cloudy,17.45555556,2.8.2011,20
Partly Cloudy,17.16111111,2.8.2011,21
Mostly Cloudy,23.71111111,19.8.2011,22
Partly Cloudy,21.51111111,19.8.2011,23
Clear,13.32222222,20.8.2011,0
Partly Cloudy,20.93333333,20.8.2011,1
Partly Cloudy,20.30555556,20.8.2011,2
Partly Cloudy,20.30555556,20.8.2011,3
Partly Cloudy,19.37777778,20.8.2011,4
Partly Cloudy,20.00555556,20.8.2011,5
Partly Cloudy,23.52222222,20.8.2011,6
Partly Cloudy,27.0,20.8.2011,7
Partly Cloudy,27.64444444,20.8.2011,8
Partly Cloudy,29.58333333,20.8.2011,9
Partly Cloudy,29.88333333,20.8.2011,10
Partly Cloudy,30.97222222,20.8.2011,11
Partly Cloudy,30.82777778,20.8.2011,12
Partly Cloudy,30.92777778,20.8.2011,13
Partly Cloudy,29.95,20.8.2011,14
Partly Cloudy,29.83888889,20.8.2011,15
Partly Cloudy,28.81666667,20.8.2011,16
Clear,27.12777778,20.8.2011,17
Clear,22.75,20.8.2011,18
Clear,19.98888889,20.8.2011,19
Clear,17.93333333,20.8.2011,20
Clear,16.75555556,20.8.2011,21
